Year,Industry_aggregation_NZSIOC,Industry_code_NZSIOC,Industry_name_NZSIOC,Units,variable_code,Variable_name,Variable_category,Value,Industry_code_ANZSIC06
2023,Level 4,GH132,"Recreational, Clothing, Footwear and Personal Accessory Retailing",Percentage,H38,Margin on sales of goods for resale,Financial ratios,45,ANZSIC06 groups G424 and G425
2023,Level 4,GH132,"Recreational, Clothing, Footwear and Personal Accessory Retailing",Percentage,H39,Return on equity,Financial ratios,21,ANZSIC06 groups G424 and G425
2023,Level 4,GH132,"Recreational, Clothing, Footwear and Personal Accessory Retailing",Percentage,H40,Return on total assets,Financial ratios,8,ANZSIC06 groups G424 and G425
2023,Level 4,GH132,"Recreational, Clothing, Footwear and Personal Accessory Retailing",Percentage,H41,Liabilities structure,Financial ratios,38,ANZSIC06 groups G424 and G425
2023,Level 4,GH133,Department Stores,Dollars (millions),H01,Total income,Financial performance,7078,ANZSIC06 group G426
2023,Level 4,GH133,Department Stores,Dollars (millions),H02,Sales of goods not further processed,Financial performance,7015,ANZSIC06 group G426
2023,Level 4,GH133,Department Stores,Dollars (millions),H03,Sales of other goods and services,Financial performance,33,ANZSIC06 group G426
2023,Level 4,GH133,Department Stores,Dollars (millions),H05,"Interest, dividends and donations",Financial performance,19,ANZSIC06 group G426
2023,Level 4,GH133,Department Stores,Dollars (millions),H06,"Government funding, grants and subsidies",Financial performance,C,ANZSIC06 group G426
2023,Level 4,GH133,Department Stores,Dollars (millions),H07,Non-operating income,Financial performance,C,ANZSIC06 group G426
2023,Level 4,GH133,Department Stores,Dollars (millions),H08,Total expenditure,Financial performance,6657,ANZSIC06 group G426
2023,Level 4,GH133,Department Stores,Dollars (millions),H09,Interest and donations,Financial performance,114,ANZSIC06 group G426
2023,Level 4,GH133,Department Stores,Dollars (millions),H10,Indirect taxes,Financial performance,20,ANZSIC06 group G426
2023,Level 4,GH133,Department Stores,Dollars (millions),H11,Depreciation,Financial performance,323,ANZSIC06 group G426
2023,Level 4,GH133,Department Stores,Dollars (millions),H12,Salaries and wages paid,Financial performance,1044,ANZSIC06 group G426
2023,Level 4,GH133,Department Stores,Dollars (millions),H13,Redundancy and severance,Financial performance,C,ANZSIC06 group G426
2023,Level 4,GH133,Department Stores,Dollars (millions),H17,Purchases of goods bought for resale,Financial performance,4413,ANZSIC06 group G426
2023,Level 4,GH133,Department Stores,Dollars (millions),H18,Other Purchases and operating expenses,Financial performance,732,ANZSIC06 group G426
2023,Level 4,GH133,Department Stores,Dollars (millions),H20,Non-operating expenses,Financial performance,12,ANZSIC06 group G426
2023,Level 4,GH133,Department Stores,Dollars (millions),H21,Opening stocks,Financial performance,1123,ANZSIC06 group G426
2023,Level 4,GH133,Department Stores,Dollars (millions),H22,Closing stocks,Financial performance,1067,ANZSIC06 group G426
2023,Level 4,GH133,Department Stores,Dollars (millions),H23,Surplus before income tax,Financial performance,365,ANZSIC06 group G426
2023,Level 4,GH133,Department Stores,Dollars (millions),H24,Total assets,Financial position,5232,ANZSIC06 group G426
2023,Level 4,GH133,Department Stores,Dollars (millions),H25,Current assets,Financial position,2065,ANZSIC06 group G426
2023,Level 4,GH133,Department Stores,Dollars (millions),H26,Fixed tangible assets,Financial position,721,ANZSIC06 group G426
2023,Level 4,GH133,Department Stores,Dollars (millions),H27,Additions to fixed assets,Financial position,249,ANZSIC06 group G426
2023,Level 4,GH133,Department Stores,Dollars (millions),H28,Disposals of fixed assets,Financial position,7,ANZSIC06 group G426
2023,Level 4,GH133,Department Stores,Dollars (millions),H29,Other assets,Financial position,2446,ANZSIC06 group G426
2023,Level 4,GH133,Department Stores,Dollars (millions),H30,Total equity and liabilities,Financial position,5232,ANZSIC06 group G426
2023,Level 4,GH133,Department Stores,Dollars (millions),H31,Shareholders funds or owners equity,Financial position,1638,ANZSIC06 group G426
2023,Level 4,GH133,Department Stores,Dollars (millions),H32,Current liabilities,Financial position,1445,ANZSIC06 group G426
2023,Level 4,GH133,Department Stores,Dollars (millions),H33,Other liabilities,Financial position,2149,ANZSIC06 group G426
2023,Level 4,GH133,Department Stores,Dollars,H34,Total income per employee count,Financial ratios,327100,ANZSIC06 group G426
2023,Level 4,GH133,Department Stores,Dollars,H35,Surplus per employee count,Financial ratios,16900,ANZSIC06 group G426
2023,Level 4,GH133,Department Stores,Percentage,H36,Current ratio,Financial ratios,143,ANZSIC06 group G426
2023,Level 4,GH133,Department Stores,Percentage,H37,Quick ratio,Financial ratios,69,ANZSIC06 group G426
2023,Level 4,GH133,Department Stores,Percentage,H38,Margin on sales of goods for resale,Financial ratios,37,ANZSIC06 group G426
2023,Level 4,GH133,Department Stores,Percentage,H39,Return on equity,Financial ratios,22,ANZSIC06 group G426
2023,Level 4,GH133,Department Stores,Percentage,H40,Return on total assets,Financial ratios,7,ANZSIC06 group G426
2023,Level 4,GH133,Department Stores,Percentage,H41,Liabilities structure,Financial ratios,31,ANZSIC06 group G426
2023,Level 4,GH134,Pharmaceutical and Other Store Based Retailing,Dollars (millions),H01,Total income,Financial performance,7551,ANZSIC06 group G427
2023,Level 4,GH134,Pharmaceutical and Other Store Based Retailing,Dollars (millions),H02,Sales of goods not further processed,Financial performance,6574,ANZSIC06 group G427
2023,Level 4,GH134,Pharmaceutical and Other Store Based Retailing,Dollars (millions),H03,Sales of other goods and services,Financial performance,865,ANZSIC06 group G427
2023,Level 4,GH134,Pharmaceutical and Other Store Based Retailing,Dollars (millions),H05,"Interest, dividends and donations",Financial performance,23,ANZSIC06 group G427
2023,Level 4,GH134,Pharmaceutical and Other Store Based Retailing,Dollars (millions),H06,"Government funding, grants and subsidies",Financial performance,10,ANZSIC06 group G427
2023,Level 4,GH134,Pharmaceutical and Other Store Based Retailing,Dollars (millions),H07,Non-operating income,Financial performance,78,ANZSIC06 group G427
2023,Level 4,GH134,Pharmaceutical and Other Store Based Retailing,Dollars (millions),H08,Total expenditure,Financial performance,7079,ANZSIC06 group G427
2023,Level 4,GH134,Pharmaceutical and Other Store Based Retailing,Dollars (millions),H09,Interest and donations,Financial performance,57,ANZSIC06 group G427
2023,Level 4,GH134,Pharmaceutical and Other Store Based Retailing,Dollars (millions),H10,Indirect taxes,Financial performance,21,ANZSIC06 group G427
2023,Level 4,GH134,Pharmaceutical and Other Store Based Retailing,Dollars (millions),H11,Depreciation,Financial performance,133,ANZSIC06 group G427
2023,Level 4,GH134,Pharmaceutical and Other Store Based Retailing,Dollars (millions),H12,Salaries and wages paid,Financial performance,1266,ANZSIC06 group G427
2023,Level 4,GH134,Pharmaceutical and Other Store Based Retailing,Dollars (millions),H13,Redundancy and severance,Financial performance,0,ANZSIC06 group G427
2023,Level 4,GH134,Pharmaceutical and Other Store Based Retailing,Dollars (millions),H17,Purchases of goods bought for resale,Financial performance,4126,ANZSIC06 group G427
2023,Level 4,GH134,Pharmaceutical and Other Store Based Retailing,Dollars (millions),H18,Other Purchases and operating expenses,Financial performance,1456,ANZSIC06 group G427
2023,Level 4,GH134,Pharmaceutical and Other Store Based Retailing,Dollars (millions),H20,Non-operating expenses,Financial performance,19,ANZSIC06 group G427
2023,Level 4,GH134,Pharmaceutical and Other Store Based Retailing,Dollars (millions),H21,Opening stocks,Financial performance,775,ANZSIC06 group G427
2023,Level 4,GH134,Pharmaceutical and Other Store Based Retailing,Dollars (millions),H22,Closing stocks,Financial performance,840,ANZSIC06 group G427
2023,Level 4,GH134,Pharmaceutical and Other Store Based Retailing,Dollars (millions),H23,Surplus before income tax,Financial performance,537,ANZSIC06 group G427
2023,Level 4,GH134,Pharmaceutical and Other Store Based Retailing,Dollars (millions),H24,Total assets,Financial position,4032,ANZSIC06 group G427
2023,Level 4,GH134,Pharmaceutical and Other Store Based Retailing,Dollars (millions),H25,Current assets,Financial position,2127,ANZSIC06 group G427
2023,Level 4,GH134,Pharmaceutical and Other Store Based Retailing,Dollars (millions),H26,Fixed tangible assets,Financial position,649,ANZSIC06 group G427
2023,Level 4,GH134,Pharmaceutical and Other Store Based Retailing,Dollars (millions),H27,Additions to fixed assets,Financial position,150,ANZSIC06 group G427
2023,Level 4,GH134,Pharmaceutical and Other Store Based Retailing,Dollars (millions),H28,Disposals of fixed assets,Financial position,63,ANZSIC06 group G427
2023,Level 4,GH134,Pharmaceutical and Other Store Based Retailing,Dollars (millions),H29,Other assets,Financial position,1256,ANZSIC06 group G427
2023,Level 4,GH134,Pharmaceutical and Other Store Based Retailing,Dollars (millions),H30,Total equity and liabilities,Financial position,4032,ANZSIC06 group G427
2023,Level 4,GH134,Pharmaceutical and Other Store Based Retailing,Dollars (millions),H31,Shareholders funds or owners equity,Financial position,1358,ANZSIC06 group G427
2023,Level 4,GH134,Pharmaceutical and Other Store Based Retailing,Dollars (millions),H32,Current liabilities,Financial position,1809,ANZSIC06 group G427
2023,Level 4,GH134,Pharmaceutical and Other Store Based Retailing,Dollars (millions),H33,Other liabilities,Financial position,865,ANZSIC06 group G427
2023,Level 4,GH134,Pharmaceutical and Other Store Based Retailing,Dollars,H34,Total income per employee count,Financial ratios,303500,ANZSIC06 group G427
2023,Level 4,GH134,Pharmaceutical and Other Store Based Retailing,Dollars,H35,Surplus per employee count,Financial ratios,21600,ANZSIC06 group G427
2023,Level 4,GH134,Pharmaceutical and Other Store Based Retailing,Percentage,H36,Current ratio,Financial ratios,118,ANZSIC06 group G427
2023,Level 4,GH134,Pharmaceutical and Other Store Based Retailing,Percentage,H37,Quick ratio,Financial ratios,71,ANZSIC06 group G427
2023,Level 4,GH134,Pharmaceutical and Other Store Based Retailing,Percentage,H38,Margin on sales of goods for resale,Financial ratios,37,ANZSIC06 group G427
2023,Level 4,GH134,Pharmaceutical and Other Store Based Retailing,Percentage,H39,Return on equity,Financial ratios,40,ANZSIC06 group G427
2023,Level 4,GH134,Pharmaceutical and Other Store Based Retailing,Percentage,H40,Return on total assets,Financial ratios,13,ANZSIC06 group G427
2023,Level 4,GH134,Pharmaceutical and Other Store Based Retailing,Percentage,H41,Liabilities structure,Financial ratios,34,ANZSIC06 group G427
2023,Level 4,GH135,Non-Store and Commission Based Retailing,Dollars (millions),H01,Total income,Financial performance,2353,ANZSIC06 groups G431 and G432
2023,Level 4,GH135,Non-Store and Commission Based Retailing,Dollars (millions),H02,Sales of goods not further processed,Financial performance,2117,ANZSIC06 groups G431 and G432
2023,Level 4,GH135,Non-Store and Commission Based Retailing,Dollars (millions),H03,Sales of other goods and services,Financial performance,216,ANZSIC06 groups G431 and G432
2023,Level 4,GH135,Non-Store and Commission Based Retailing,Dollars (millions),H05,"Interest, dividends and donations",Financial performance,12,ANZSIC06 groups G431 and G432
2023,Level 4,GH135,Non-Store and Commission Based Retailing,Dollars (millions),H06,"Government funding, grants and subsidies",Financial performance,C,ANZSIC06 groups G431 and G432
2023,Level 4,GH135,Non-Store and Commission Based Retailing,Dollars (millions),H07,Non-operating income,Financial performance,C,ANZSIC06 groups G431 and G432
2023,Level 4,GH135,Non-Store and Commission Based Retailing,Dollars (millions),H08,Total expenditure,Financial performance,2285,ANZSIC06 groups G431 and G432
2023,Level 4,GH135,Non-Store and Commission Based Retailing,Dollars (millions),H09,Interest and donations,Financial performance,20,ANZSIC06 groups G431 and G432
2023,Level 4,GH135,Non-Store and Commission Based Retailing,Dollars (millions),H10,Indirect taxes,Financial performance,3,ANZSIC06 groups G431 and G432
2023,Level 4,GH135,Non-Store and Commission Based Retailing,Dollars (millions),H11,Depreciation,Financial performance,43,ANZSIC06 groups G431 and G432
2023,Level 4,GH135,Non-Store and Commission Based Retailing,Dollars (millions),H12,Salaries and wages paid,Financial performance,288,ANZSIC06 groups G431 and G432
2023,Level 4,GH135,Non-Store and Commission Based Retailing,Dollars (millions),H13,Redundancy and severance,Financial performance,C,ANZSIC06 groups G431 and G432
2023,Level 4,GH135,Non-Store and Commission Based Retailing,Dollars (millions),H17,Purchases of goods bought for resale,Financial performance,1301,ANZSIC06 groups G431 and G432
2023,Level 4,GH135,Non-Store and Commission Based Retailing,Dollars (millions),H18,Other Purchases and operating expenses,Financial performance,614,ANZSIC06 groups G431 and G432
2023,Level 4,GH135,Non-Store and Commission Based Retailing,Dollars (millions),H20,Non-operating expenses,Financial performance,16,ANZSIC06 groups G431 and G432
2023,Level 4,GH135,Non-Store and Commission Based Retailing,Dollars (millions),H21,Opening stocks,Financial performance,227,ANZSIC06 groups G431 and G432
2023,Level 4,GH135,Non-Store and Commission Based Retailing,Dollars (millions),H22,Closing stocks,Financial performance,245,ANZSIC06 groups G431 and G432
2023,Level 4,GH135,Non-Store and Commission Based Retailing,Dollars (millions),H23,Surplus before income tax,Financial performance,86,ANZSIC06 groups G431 and G432
2023,Level 4,GH135,Non-Store and Commission Based Retailing,Dollars (millions),H24,Total assets,Financial position,1226,ANZSIC06 groups G431 and G432
2023,Level 4,GH135,Non-Store and Commission Based Retailing,Dollars (millions),H25,Current assets,Financial position,727,ANZSIC06 groups G431 and G432
2023,Level 4,GH135,Non-Store and Commission Based Retailing,Dollars (millions),H26,Fixed tangible assets,Financial position,206,ANZSIC06 groups G431 and G432
2023,Level 4,GH135,Non-Store and Commission Based Retailing,Dollars (millions),H27,Additions to fixed assets,Financial position,56,ANZSIC06 groups G431 and G432
2023,Level 4,GH135,Non-Store and Commission Based Retailing,Dollars (millions),H28,Disposals of fixed assets,Financial position,22,ANZSIC06 groups G431 and G432
2023,Level 4,GH135,Non-Store and Commission Based Retailing,Dollars (millions),H29,Other assets,Financial position,293,ANZSIC06 groups G431 and G432
2023,Level 4,GH135,Non-Store and Commission Based Retailing,Dollars (millions),H30,Total equity and liabilities,Financial position,1226,ANZSIC06 groups G431 and G432
2023,Level 4,GH135,Non-Store and Commission Based Retailing,Dollars (millions),H31,Shareholders funds or owners equity,Financial position,163,ANZSIC06 groups G431 and G432
2023,Level 4,GH135,Non-Store and Commission Based Retailing,Dollars (millions),H32,Current liabilities,Financial position,752,ANZSIC06 groups G431 and G432
2023,Level 4,GH135,Non-Store and Commission Based Retailing,Dollars (millions),H33,Other liabilities,Financial position,311,ANZSIC06 groups G431 and G432
2023,Level 4,GH135,Non-Store and Commission Based Retailing,Dollars,H34,Total income per employee count,Financial ratios,636100,ANZSIC06 groups G431 and G432
2023,Level 4,GH135,Non-Store and Commission Based Retailing,Dollars,H35,Surplus per employee count,Financial ratios,23200,ANZSIC06 groups G431 and G432
2023,Level 4,GH135,Non-Store and Commission Based Retailing,Percentage,H36,Current ratio,Financial ratios,97,ANZSIC06 groups G431 and G432
2023,Level 4,GH135,Non-Store and Commission Based Retailing,Percentage,H37,Quick ratio,Financial ratios,64,ANZSIC06 groups G431 and G432
2023,Level 4,GH135,Non-Store and Commission Based Retailing,Percentage,H38,Margin on sales of goods for resale,Financial ratios,39,ANZSIC06 groups G431 and G432
2023,Level 4,GH135,Non-Store and Commission Based Retailing,Percentage,H39,Return on equity,Financial ratios,53,ANZSIC06 groups G431 and G432
2023,Level 4,GH135,Non-Store and Commission Based Retailing,Percentage,H40,Return on total assets,Financial ratios,7,ANZSIC06 groups G431 and G432
2023,Level 4,GH135,Non-Store and Commission Based Retailing,Percentage,H41,Liabilities structure,Financial ratios,13,ANZSIC06 groups G431 and G432
2023,Level 3,GH21,Accommodation and Food Services,Dollars (millions),H01,Total income,Financial performance,19856,"ANZSIC06 groups H440, H451, H452, and H453"
2023,Level 3,GH21,Accommodation and Food Services,Dollars (millions),H02,Sales of goods not further processed,Financial performance,4553,"ANZSIC06 groups H440, H451, H452, and H453"
2023,Level 3,GH21,Accommodation and Food Services,Dollars (millions),H03,Sales of other goods and services,Financial performance,14947,"ANZSIC06 groups H440, H451, H452, and H453"
2023,Level 3,GH21,Accommodation and Food Services,Dollars (millions),H05,"Interest, dividends and donations",Financial performance,123,"ANZSIC06 groups H440, H451, H452, and H453"
2023,Level 3,GH21,Accommodation and Food Services,Dollars (millions),H06,"Government funding, grants and subsidies",Financial performance,18,"ANZSIC06 groups H440, H451, H452, and H453"
2023,Level 3,GH21,Accommodation and Food Services,Dollars (millions),H07,Non-operating income,Financial performance,215,"ANZSIC06 groups H440, H451, H452, and H453"
2023,Level 3,GH21,Accommodation and Food Services,Dollars (millions),H08,Total expenditure,Financial performance,18401,"ANZSIC06 groups H440, H451, H452, and H453"
2023,Level 3,GH21,Accommodation and Food Services,Dollars (millions),H09,Interest and donations,Financial performance,318,"ANZSIC06 groups H440, H451, H452, and H453"
2023,Level 3,GH21,Accommodation and Food Services,Dollars (millions),H10,Indirect taxes,Financial performance,144,"ANZSIC06 groups H440, H451, H452, and H453"
2023,Level 3,GH21,Accommodation and Food Services,Dollars (millions),H11,Depreciation,Financial performance,669,"ANZSIC06 groups H440, H451, H452, and H453"
2023,Level 3,GH21,Accommodation and Food Services,Dollars (millions),H12,Salaries and wages paid,Financial performance,6046,"ANZSIC06 groups H440, H451, H452, and H453"
2023,Level 3,GH21,Accommodation and Food Services,Dollars (millions),H13,Redundancy and severance,Financial performance,0,"ANZSIC06 groups H440, H451, H452, and H453"
2023,Level 3,GH21,Accommodation and Food Services,Dollars (millions),H17,Purchases of goods bought for resale,Financial performance,2051,"ANZSIC06 groups H440, H451, H452, and H453"
2023,Level 3,GH21,Accommodation and Food Services,Dollars (millions),H18,Other Purchases and operating expenses,Financial performance,9021,"ANZSIC06 groups H440, H451, H452, and H453"
2023,Level 3,GH21,Accommodation and Food Services,Dollars (millions),H20,Non-operating expenses,Financial performance,153,"ANZSIC06 groups H440, H451, H452, and H453"
2023,Level 3,GH21,Accommodation and Food Services,Dollars (millions),H21,Opening stocks,Financial performance,377,"ANZSIC06 groups H440, H451, H452, and H453"
2023,Level 3,GH21,Accommodation and Food Services,Dollars (millions),H22,Closing stocks,Financial performance,409,"ANZSIC06 groups H440, H451, H452, and H453"
2023,Level 3,GH21,Accommodation and Food Services,Dollars (millions),H23,Surplus before income tax,Financial performance,1488,"ANZSIC06 groups H440, H451, H452, and H453"
2023,Level 3,GH21,Accommodation and Food Services,Dollars (millions),H24,Total assets,Financial position,23974,"ANZSIC06 groups H440, H451, H452, and H453"
2023,Level 3,GH21,Accommodation and Food Services,Dollars (millions),H25,Current assets,Financial position,5385,"ANZSIC06 groups H440, H451, H452, and H453"
2023,Level 3,GH21,Accommodation and Food Services,Dollars (millions),H26,Fixed tangible assets,Financial position,13015,"ANZSIC06 groups H440, H451, H452, and H453"
2023,Level 3,GH21,Accommodation and Food Services,Dollars (millions),H27,Additions to fixed assets,Financial position,2229,"ANZSIC06 groups H440, H451, H452, and H453"
2023,Level 3,GH21,Accommodation and Food Services,Dollars (millions),H28,Disposals of fixed assets,Financial position,938,"ANZSIC06 groups H440, H451, H452, and H453"
2023,Level 3,GH21,Accommodation and Food Services,Dollars (millions),H29,Other assets,Financial position,5574,"ANZSIC06 groups H440, H451, H452, and H453"
2023,Level 3,GH21,Accommodation and Food Services,Dollars (millions),H30,Total equity and liabilities,Financial position,23974,"ANZSIC06 groups H440, H451, H452, and H453"
2023,Level 3,GH21,Accommodation and Food Services,Dollars (millions),H31,Shareholders funds or owners equity,Financial position,9163,"ANZSIC06 groups H440, H451, H452, and H453"
2023,Level 3,GH21,Accommodation and Food Services,Dollars (millions),H32,Current liabilities,Financial position,7579,"ANZSIC06 groups H440, H451, H452, and H453"
2023,Level 3,GH21,Accommodation and Food Services,Dollars (millions),H33,Other liabilities,Financial position,7232,"ANZSIC06 groups H440, H451, H452, and H453"
2023,Level 3,GH21,Accommodation and Food Services,Dollars,H34,Total income per employee count,Financial ratios,118000,"ANZSIC06 groups H440, H451, H452, and H453"
2023,Level 3,GH21,Accommodation and Food Services,Dollars,H35,Surplus per employee count,Financial ratios,8800,"ANZSIC06 groups H440, H451, H452, and H453"
2023,Level 3,GH21,Accommodation and Food Services,Percentage,H36,Current ratio,Financial ratios,71,"ANZSIC06 groups H440, H451, H452, and H453"
2023,Level 3,GH21,Accommodation and Food Services,Percentage,H37,Quick ratio,Financial ratios,66,"ANZSIC06 groups H440, H451, H452, and H453"
2023,Level 3,GH21,Accommodation and Food Services,Percentage,H38,Margin on sales of goods for resale,Financial ratios,55,"ANZSIC06 groups H440, H451, H452, and H453"
2023,Level 3,GH21,Accommodation and Food Services,Percentage,H39,Return on equity,Financial ratios,16,"ANZSIC06 groups H440, H451, H452, and H453"
2023,Level 3,GH21,Accommodation and Food Services,Percentage,H40,Return on total assets,Financial ratios,6,"ANZSIC06 groups H440, H451, H452, and H453"
2023,Level 3,GH21,Accommodation and Food Services,Percentage,H41,Liabilities structure,Financial ratios,38,"ANZSIC06 groups H440, H451, H452, and H453"
2023,Level 4,GH211,Accommodation,Dollars (millions),H01,Total income,Financial performance,4837,ANZSIC06 group H440
2023,Level 4,GH211,Accommodation,Dollars (millions),H02,Sales of goods not further processed,Financial performance,533,ANZSIC06 group H440
2023,Level 4,GH211,Accommodation,Dollars (millions),H03,Sales of other goods and services,Financial performance,4094,ANZSIC06 group H440
2023,Level 4,GH211,Accommodation,Dollars (millions),H05,"Interest, dividends and donations",Financial performance,68,ANZSIC06 group H440
2023,Level 4,GH211,Accommodation,Dollars (millions),H06,"Government funding, grants and subsidies",Financial performance,8,ANZSIC06 group H440
2023,Level 4,GH211,Accommodation,Dollars (millions),H07,Non-operating income,Financial performance,133,ANZSIC06 group H440
2023,Level 4,GH211,Accommodation,Dollars (millions),H08,Total expenditure,Financial performance,4098,ANZSIC06 group H440
2023,Level 4,GH211,Accommodation,Dollars (millions),H09,Interest and donations,Financial performance,176,ANZSIC06 group H440
2023,Level 4,GH211,Accommodation,Dollars (millions),H10,Indirect taxes,Financial performance,92,ANZSIC06 group H440
2023,Level 4,GH211,Accommodation,Dollars (millions),H11,Depreciation,Financial performance,249,ANZSIC06 group H440
2023,Level 4,GH211,Accommodation,Dollars (millions),H12,Salaries and wages paid,Financial performance,1197,ANZSIC06 group H440
2023,Level 4,GH211,Accommodation,Dollars (millions),H13,Redundancy and severance,Financial performance,0,ANZSIC06 group H440
2023,Level 4,GH211,Accommodation,Dollars (millions),H17,Purchases of goods bought for resale,Financial performance,213,ANZSIC06 group H440
2023,Level 4,GH211,Accommodation,Dollars (millions),H18,Other Purchases and operating expenses,Financial performance,2128,ANZSIC06 group H440
2023,Level 4,GH211,Accommodation,Dollars (millions),H20,Non-operating expenses,Financial performance,44,ANZSIC06 group H440
2023,Level 4,GH211,Accommodation,Dollars (millions),H21,Opening stocks,Financial performance,89,ANZSIC06 group H440
2023,Level 4,GH211,Accommodation,Dollars (millions),H22,Closing stocks,Financial performance,101,ANZSIC06 group H440
2023,Level 4,GH211,Accommodation,Dollars (millions),H23,Surplus before income tax,Financial performance,750,ANZSIC06 group H440
2023,Level 4,GH211,Accommodation,Dollars (millions),H24,Total assets,Financial position,14552,ANZSIC06 group H440
2023,Level 4,GH211,Accommodation,Dollars (millions),H25,Current assets,Financial position,2721,ANZSIC06 group H440
2023,Level 4,GH211,Accommodation,Dollars (millions),H26,Fixed tangible assets,Financial position,9235,ANZSIC06 group H440
2023,Level 4,GH211,Accommodation,Dollars (millions),H27,Additions to fixed assets,Financial position,1382,ANZSIC06 group H440
2023,Level 4,GH211,Accommodation,Dollars (millions),H28,Disposals of fixed assets,Financial position,557,ANZSIC06 group H440
2023,Level 4,GH211,Accommodation,Dollars (millions),H29,Other assets,Financial position,2597,ANZSIC06 group H440
2023,Level 4,GH211,Accommodation,Dollars (millions),H30,Total equity and liabilities,Financial position,14552,ANZSIC06 group H440
2023,Level 4,GH211,Accommodation,Dollars (millions),H31,Shareholders funds or owners equity,Financial position,5979,ANZSIC06 group H440
2023,Level 4,GH211,Accommodation,Dollars (millions),H32,Current liabilities,Financial position,3958,ANZSIC06 group H440
2023,Level 4,GH211,Accommodation,Dollars (millions),H33,Other liabilities,Financial position,4615,ANZSIC06 group H440
2023,Level 4,GH211,Accommodation,Dollars,H34,Total income per employee count,Financial ratios,167400,ANZSIC06 group H440
2023,Level 4,GH211,Accommodation,Dollars,H35,Surplus per employee count,Financial ratios,26000,ANZSIC06 group H440
2023,Level 4,GH211,Accommodation,Percentage,H36,Current ratio,Financial ratios,69,ANZSIC06 group H440
2023,Level 4,GH211,Accommodation,Percentage,H37,Quick ratio,Financial ratios,66,ANZSIC06 group H440
2023,Level 4,GH211,Accommodation,Percentage,H38,Margin on sales of goods for resale,Financial ratios,60,ANZSIC06 group H440
2023,Level 4,GH211,Accommodation,Percentage,H39,Return on equity,Financial ratios,13,ANZSIC06 group H440
2023,Level 4,GH211,Accommodation,Percentage,H40,Return on total assets,Financial ratios,5,ANZSIC06 group H440
2023,Level 4,GH211,Accommodation,Percentage,H41,Liabilities structure,Financial ratios,41,ANZSIC06 group H440
2023,Level 4,GH212,Food and Beverage Services,Dollars (millions),H01,Total income,Financial performance,15019,"ANZSIC06 groups H451, H452, and H453"
2023,Level 4,GH212,Food and Beverage Services,Dollars (millions),H02,Sales of goods not further processed,Financial performance,4020,"ANZSIC06 groups H451, H452, and H453"
2023,Level 4,GH212,Food and Beverage Services,Dollars (millions),H03,Sales of other goods and services,Financial performance,10853,"ANZSIC06 groups H451, H452, and H453"
2023,Level 4,GH212,Food and Beverage Services,Dollars (millions),H05,"Interest, dividends and donations",Financial performance,55,"ANZSIC06 groups H451, H452, and H453"
2023,Level 4,GH212,Food and Beverage Services,Dollars (millions),H06,"Government funding, grants and subsidies",Financial performance,10,"ANZSIC06 groups H451, H452, and H453"
2023,Level 4,GH212,Food and Beverage Services,Dollars (millions),H07,Non-operating income,Financial performance,82,"ANZSIC06 groups H451, H452, and H453"
2023,Level 4,GH212,Food and Beverage Services,Dollars (millions),H08,Total expenditure,Financial performance,14302,"ANZSIC06 groups H451, H452, and H453"
2023,Level 4,GH212,Food and Beverage Services,Dollars (millions),H09,Interest and donations,Financial performance,142,"ANZSIC06 groups H451, H452, and H453"
2023,Level 4,GH212,Food and Beverage Services,Dollars (millions),H10,Indirect taxes,Financial performance,52,"ANZSIC06 groups H451, H452, and H453"
2023,Level 4,GH212,Food and Beverage Services,Dollars (millions),H11,Depreciation,Financial performance,420,"ANZSIC06 groups H451, H452, and H453"
2023,Level 4,GH212,Food and Beverage Services,Dollars (millions),H12,Salaries and wages paid,Financial performance,4849,"ANZSIC06 groups H451, H452, and H453"
2023,Level 4,GH212,Food and Beverage Services,Dollars (millions),H13,Redundancy and severance,Financial performance,0,"ANZSIC06 groups H451, H452, and H453"
2023,Level 4,GH212,Food and Beverage Services,Dollars (millions),H17,Purchases of goods bought for resale,Financial performance,1838,"ANZSIC06 groups H451, H452, and H453"
2023,Level 4,GH212,Food and Beverage Services,Dollars (millions),H18,Other Purchases and operating expenses,Financial performance,6893,"ANZSIC06 groups H451, H452, and H453"
2023,Level 4,GH212,Food and Beverage Services,Dollars (millions),H20,Non-operating expenses,Financial performance,109,"ANZSIC06 groups H451, H452, and H453"
2023,Level 4,GH212,Food and Beverage Services,Dollars (millions),H21,Opening stocks,Financial performance,288,"ANZSIC06 groups H451, H452, and H453"
2023,Level 4,GH212,Food and Beverage Services,Dollars (millions),H22,Closing stocks,Financial performance,308,"ANZSIC06 groups H451, H452, and H453"
2023,Level 4,GH212,Food and Beverage Services,Dollars (millions),H23,Surplus before income tax,Financial performance,738,"ANZSIC06 groups H451, H452, and H453"
2023,Level 4,GH212,Food and Beverage Services,Dollars (millions),H24,Total assets,Financial position,9422,"ANZSIC06 groups H451, H452, and H453"
2023,Level 4,GH212,Food and Beverage Services,Dollars (millions),H25,Current assets,Financial position,2664,"ANZSIC06 groups H451, H452, and H453"
2023,Level 4,GH212,Food and Beverage Services,Dollars (millions),H26,Fixed tangible assets,Financial position,3781,"ANZSIC06 groups H451, H452, and H453"
